x0,x1,x2,x3,x4,x5,x6,x7,x8,x10,x11,x12,x13,x14,x17,x18,x19,x20,x21,x22,x23,x24,Status
0.6842105263157895,0.0,-0.873333333333333,-0.4857142857142857,-0.5294117647058824,-0.8,-1.0,-0.43274853801169605,0.16666666666666666,1.5,1.6666666666666667,0.033347228011671545,2.0,1.25,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Graduate
0.5789473684210527,-0.22929936305732485,0.0,-0.5142857142857142,-0.5294117647058824,2.3,-1.2,-0.35087719298245595,2.3333333333333335,-0.75,-1.6666666666666667,-5.1354731137974134,-0.5,-0.75,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Dropout
0.7105263157894737,-0.4989384288747346,0.46000000000000035,-0.5142857142857142,0.5588235294117647,0.8,-0.2,0.8187134502923973,0.16666666666666666,1.25,-0.3333333333333333,-0.23759899958315966,0.0,1.75,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Enrolled
-0.02631578947368421,-0.35668789808917195,-0.5399999999999996,-0.5142857142857142,-0.5294117647058824,-0.2,-0.6,-0.304093567251462,-0.3333333333333333,-0.5,0.3333333333333333,0.9087119633180487,0.0,-0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Graduate
0.0,0.5562632696390658,0.5933333333333337,0.5142857142857142,0.5294117647058824,0.0,-0.4,0.3099415204678368,-0.16666666666666666,0.0,0.6666666666666666,1.0051807300660984,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Graduate
0.0,0.0,-0.47333333333333294,0.5142857142857142,0.0,0.8,0.2,-0.5321637426900578,0.16666666666666666,0.75,0.3333333333333333,-0.8107544810337639,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Enrolled
-0.42105263157894735,0.9171974522292994,0.06000000000000038,-0.14285714285714285,-0.23529411764705882,-1.0,-1.4,0.14035087719298273,-0.16666666666666666,-0.75,-1.6666666666666667,-5.1354731137974134,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Dropout
0.02631578947368421,1.305732484076433,-1.0066666666666664,0.0,0.5294117647058824,0.8,-0.2,-0.8538011695906426,0.0,0.25,-1.6666666666666667,-5.1354731137974134,0.0,-0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Dropout
-0.42105263157894735,0.0,0.0,0.0,0.5294117647058824,-1.0,-1.4,0.6432748538011692,-0.16666666666666666,0.5,-1.6666666666666667,-5.1354731137974134,0.0,-2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Dropout
0.0,0.03397027600849257,0.46000000000000035,-0.45714285714285713,-0.47058823529411764,-0.6,-1.0,-0.09941520467836269,-0.3333333333333333,0.25,0.0,-0.46686119216340166,0.0,1.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Dropout
-0.42105263157894735,0.5562632696390658,0.7933333333333337,-0.42857142857142855,-0.5,-0.6,-0.8,0.0760233918128653,-0.3333333333333333,0.0,0.6666666666666666,-0.2626094205919135,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Graduate
0.0,0.03397027600849257,0.19333333333333372,0.5142857142857142,0.5294117647058824,0.4,0.0,-0.2514619883040933,0.0,1.25,-0.6666666666666666,-0.8281228289565092,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Enrolled
-0.42105263157894735,0.5562632696390658,-0.27333333333333293,0.5428571428571428,0.5588235294117647,0.0,-0.4,-0.304093567251462,0.0,0.0,0.6666666666666666,0.17685940570475864,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Graduate
